audio_path,predicted_transcript,actual_sentence
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39710987.mp3," Upon release, Olaf and Steve were reunited with family and friends.","Upon release, Olaf and Steve were reunited with family and friends."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39710994.mp3, He also appeared on Beat the Geeks.,"He also appeared on ""Beat the Geeks""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39711191.mp3, I had it refurbished.,I had it refurbished.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39712641.mp3, The idea has since been used by many more recent compilers.,The idea has since been used by many more recent compilers.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39712759.mp3, They only stayed in the league for two seasons.,They only stayed in the league for two seasons.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39720775.mp3, Cover photos were taken by famed photographer use of cars.,Cover photos were taken by famed photographer Yousuf Karsh.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39723143.mp3, This affects their physical attributes and cognitive abilities.,This affects their physical attributes and cognitive abilities.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39723741.mp3, I was tired of it.,I was tired of it.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39723888.mp3, The large portion of forestry breaks up into a large clearing.,The large portion of forestry breaks up into a large clearing.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39723962.mp3, Play some happy music.,Play some happy music.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39724064.mp3, Elitra fine and distinctly straight.,Elytra fine and distinctly striate.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39724546.mp3, The added joins the poe a few kilometers upstream of Krimon,The Adda joins the Po a few kilometres upstream of Cremona.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39724840.mp3, The former modac mill site is now being developed as timber mill shore.,The former Modoc mill site is now being developed as Timbermill Shores.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39730160.mp3, They were sixth on the league table before the cancellation of the league.,They were sixth on the league table before the cancellation of the league.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39730238.mp3, Her dissertation advisors included Scott Sagan and Stephen Crab,Her dissertation advisors included Scott Sagan and Stephen Krasner.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39758714.mp3, We are told of liberal housewives who would provide a mini as a basketball fool.,We are told of liberal housewives who would provide a many as a basketful.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39763306.mp3, I didn't want ice cream anyway.,I didn't want ice cream anyway.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39763385.mp3, Nothing had withheld them but his prudence and authority.,Nothing had withheld them but his prudence and authority.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39763749.mp3, The dam is closed to the public.,The dam is closed to the public.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39764801.mp3, The bad publicity from the incident led Earth first.,The bad publicity from the incident led Earth First!
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39771010.mp3, But what does your Papa care?,But what does your papa care!
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39794197.mp3," The company is headquartered in Lexington, Kentucky.","The company is headquartered in Lexington, Kentucky."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39855972.mp3," In London, he joined the Carrena Sleek.","In London, he joined the Communist League."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39856002.mp3, Daisy is a working fashion model.,Daisy is a working fashion model.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39857424.mp3, Liberian embassy in Brussels is accredited to Turkey.,Liberian Embassy in Brussels is accredited to Turkey.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39857449.mp3," In handball are two wing positions, left wing and right wing.",In Handball are two wing positions: left wing and right wing.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39861542.mp3," However, it was acknowledged that the album would not be there last.","However, it was acknowledged that the album would not be their last album together."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39861691.mp3, Other members of the family may also be mentioned.,Other members of the family may also be mentioned.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39868715.mp3," The draw was again regionalized, but not seated.",The draw was again regionalised but not seeded.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39869067.mp3," Thankfully, the defendants are afforded certain legal protections","Thankfully, the defendants are afforded certain legal protections constitutionally."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39869218.mp3," Her son, Jeffrey Byron, accepted the award on her behalf.","Her son, Jeffrey Byron, accepted the award on her behalf."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39892020.mp3, Fossils of Mementia Soras have also been found at the site.,"Fossils of ""Mamenchisaurus"" have also been found at the site."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39892108.mp3, The Church is in the care of the Church's conservation trust.,The church is in the care of the Churches Conservation Trust.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39917065.mp3, Compatallia shrines of the same period show Marys figures of the same,Compitalia shrines of the same period show Lares figures of the same type.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39917067.mp3, He also shares the record of playing most seasons in Turkish super,He also shares the record of playing most seasons in Turkish Super League.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39917162.mp3, The traditional Koeia territory was near the geographic center of southern,The traditional Cahuilla territory was near the geographic center of Southern California.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39917257.mp3," Against the Toronto Phantoms, Petajon recorded two tackles.","Against the Toronto Phantoms, Pettijohn recorded two tackles."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39980690.mp3," There are also rectangular foam cards, especially suitable for making","There are also rectangular foam cards, especially suitable for making flat braids."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39985311.mp3," Nevertheless, it attracted many students with its low fees.","Nevertheless, it attracted many students with its low fees."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39996744.mp3, Frank Rich wrote Julia White makes a far more vivid impressions.,Frank Rich wrote: Julie White makes a far more vivid impression.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39605720.mp3, telemetry was immediately restored allowing the mission to,"Telemetry was immediately restored, allowing the mission to continue."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39605732.mp3, Pushkin himself published some of his most famous words in,Pushkin himself published some of his most famous works in this paper.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39605735.mp3, harmless error is easiest to understand and then every day,Harmless error is easiest to understand in an evidentiary context.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39605737.mp3, The party was formed by numerous supporters of the establishment.,The party was formed by members and supporters of the establishment.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39605754.mp3, She was put into prison soon after ward.,She was put into prison soon afterward.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39605818.mp3, He was killed by Mexicans.,He was killed by Mexicans.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39605843.mp3, She is a daughter of Elvin and Alfreda Marsh.,She is the daughter of Alvin and Elfrida Marsh.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39605851.mp3, Jane asks lips him for this and those to never help him.,Jaina slaps him for this and vows to never help him again.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39605852.mp3," Another second restoration, your pursuit, a political...","Under the Second Restoration, he pursued a political career."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39605866.mp3, It opened with three founding faculties art engineers.,"It opened with three founding faculties, Arts, Engineering and Medicine."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39605870.mp3, The manufacturing jobs have entirely disappeared.,The manufacturing jobs have entirely disappeared.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39634443.mp3, Forcepoint at similar results with the alert program.,Forcepoint had similar results with the other programs.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39634456.mp3, The rest of the route was never burnt.,The rest of the route was never built.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39634491.mp3," Finally, I'm done.","Finally, I'm done!"
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39634550.mp3, The park is within the Rayton Basin.,The park is within the Raton Basin.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39634633.mp3, The fighters accused the elite forces.,The fighters accused the Elite Forces of corruption.
