audio_path,predicted_transcript,actual_sentence
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39774307.mp3,he also but bestowed about destinies she under the rest inism,He also published works about Russian history and the Russian national character.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39844275.mp3,until he began to abolish his pastorality within this newspaper,Later he began to publish his first articles in this newspaper.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39883679.mp3,this rhyme depends on a quality as an existing under your training,Based on Department of Qualification Increasing and Retraining of aviation specialists.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39883810.mp3,nights passed part of his nimrogavely,'Nuts' was part of his normal vocabulary.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39641588.mp3,her team and gravestone in lot o faga village overlooks the south coast,Her tomb and gravestone in Lotofaga village overlooks the south coast of Upolu island.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39641602.mp3,bill mc nutt is credited with inventing the anti perspirant,Bill McNutt is credited with inventing the antiperspirant.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39641643.mp3,the team was brought by elmore sport group soon afterwards,The team was bought by Elmore Sports Group soon afterwards.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39641644.mp3,in polish heraldry roccasina means broadhead,"In Polish heraldry ""Rogacina"" means ""Broadhead""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39641654.mp3,in his youth he was praised for his studiousness,"In his youth, he was praised for his studiousness."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39641657.mp3,buying or attempting to buy sex from a miner is a crime in england,Buying or attempting to buy sex from a minor is a crime in Finland.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39641660.mp3,the hexagonal mill has been restored by the children's society,The hexagonal mill has been restored by the Chiltern Society.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39641661.mp3,he has a son and daughter with his wife lindsey,"He has a son and a daughter with his wife, Lindsay."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39641672.mp3,the white lion is still closed,The White Lion is still closed.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39641680.mp3,bitter tea is sometimes sour,Bitter tea is sometimes sour.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39641681.mp3,they are waiting for an approach which will handle the debt,They are waiting for an approach which will handle the debt.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39641683.mp3,the police on duty rushed to apprehend harry kishan,The police on duty rushed to apprehend Hari Kishan.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39641701.mp3,i did never look to do so i just thought it drew it up,"I didn't have a lot to do, so I just sorta drew it up."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39641702.mp3,it is now known whether there is a balloon loop or not a brine,It is now known whether there was a balloon loop or not at Bryn.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40015431.mp3,three is later the advertiser cup was one for a second time,Three years later the Advertiser Cup was won for a second time.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40015434.mp3,her onborn child a girl was taking it out alive from her,"Her unborn child, a girl, was taken out alive from her womb."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40015463.mp3,the law of nature is therefore ill enforced in the state of nature,The law of nature is therefore ill enforced in the state of nature.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40015519.mp3,most saint hounds are used for hunting and packs of multiple dogs,Most scent hounds are used for hunting in packs of multiple dogs.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40015536.mp3,the gibraltar government rejects spain's argument in its entirety,The Gibraltar government rejects Spain's argument in its entirety.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40015539.mp3,he is one of the living children,He is one of eleven children.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40015542.mp3,we're on this journey together,We're on this journey together.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40015545.mp3,andrea was charged with secondary murder,Andre was charged with second degree murder.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40019546.mp3,it has an adult contemporary foment,It has an adult contemporary format.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40019563.mp3,with gainsborough and joshua reynolds he was a founding member of the royal,"With Gainsborough and Joshua Reynolds, he was a founding member of the Royal Academy."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40019574.mp3,the parchment maker attaches the skin at points around the circumference,The parchment maker attaches the skin at points around the circumference.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40019587.mp3,the first edition was watched by an average one million viewers,The first edition was watched by an average one million viewers.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39832743.mp3,they may however own in transmit houses,"They may, however, own and transmit houses."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39835896.mp3,the hamlet of broad bush is now contiguous with broad,The hamlet of Broadbush is now contiguous with Broad Blunsdon.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39835906.mp3,the littles however distract augustus long enough for henry to run down,"The Littles, however, distract Augustus long enough for Henry to run down there."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39835907.mp3,for a while he lived in chelsea hospital,For a while he lived in Chelsea Hospital.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39835913.mp3,currently the albanian air brigade does not operate any old indian air brigade,"Currently, the Albanian Air Brigade does not operate any old Soviet aircraft."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39835915.mp3,eugene releases nietrons,Fusion releases neutrons.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39836452.mp3,it ends which is between that and her dancing a routine,It then switches between that and her dancing a routine.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39836454.mp3,the dead penalties no deterrent of adventure nor even a past,"The death penalty is no deterrent of adventure, nor even of pastime."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39836467.mp3,the san juan river forms the southern border of the community,The San Juan River forms the southern border of the community.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39836473.mp3,he curtly resides in delaware and is to sprint coach for the tuttenall,He currently resides in Delaware and is the sprint coach for the Tatnall School.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39836490.mp3,many of these wood and hairpins were then coated with silver,Many of these wooden hairpins were then coated with silver.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39836518.mp3,express believe that this will revolutionize the economy of the region,Experts believe that this will revolutionize the economy of the region.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39836530.mp3,you know what i'm saying,You know what I'm saying?
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40087973.mp3,no run off with necessary,No runoff was necessary.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587246.mp3,he was temporarily in charge of consul affairs as well,He was temporarily in charge of consular affairs as well.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40117514.mp3,it was a sickening sight,It was a sickening sight.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39603786.mp3,is made by mounting a side car to irregularize,It is made by mounting a sidecar to a regular bicycle.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39694056.mp3,it is only patston townships state wide,It is the only Paxton Township statewide.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40048623.mp3,charondeshire did not appreciate that demolitioned ardor,"Sharon decided not to proceed with their demolition, however."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39644687.mp3,he is an active christian,He is an active Christian.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39685461.mp3,eight is our rare example of king post and timber frame,"It is a rare example of King post, and timber frame roof architecture."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39753686.mp3,renne a czar was removed from the caste forming his domestic abuse,Ren Ozawa was removed from the cast following his domestic abuse allegations.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39594078.mp3,she worked for many years in india,She worked for many years in India.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39602035.mp3,nelson appeared in both the stage and screen versions of mere,"Nelson appeared in both the stage and screen versions of ""Mary, Mary""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39593984.mp3,he first saw the completed type face and sweetest design magazines during the war,He first saw the completed typeface in Swedish design magazines during the war.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40051223.mp3,you can't make people do procedures but they don't want,You can't make people do procedures that they don't want.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39644638.mp3,public bathrooms are available in all stands,Public bathrooms are available in all stands.
